data.results.uri	data.results.label	data.results.type.uri	data.results.type.label
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-695	Resolve all safety concerns encountered in any aspect of aircraft, ramp, and/or personnel operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-442	Establish meetings and/or conference call schedule as needed with IMTs, geographic areas, and/or Multi-Agency Coordination (MAC) groups.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1252	Assess experience level of assigned personnel prior to fireline assignment. Discuss performance capabilities and limitations prior to assignment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-914	Ensure work assignments are completed and special instructions are followed. Monitor work progress and evaluate incident situation.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-455	Identify political or agency issues that may impact the IMTs or the incidents under their command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1265	Report special occurrences (e.g., structure/improved property loss or damage, accidents, sickness, road closures) to supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-202	Review contacts, memoranda of understanding, and cooperative agreements for incident impact and application.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1012	Coordinate the role of expanded dispatch within the incident management operation for each incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-927	Identify and anticipate operational needs and request additional resources and/or replacements as needed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-290	Provide information to the IMT, the incident agency, and the agency responsible for payment, as requested, e.g., management information reports or accrual reports.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-468	Review Incident Action Plans (IAPs) for consistency with strategy and common operating picture.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1278	Conduct monitoring and observation operations according to the 10 Standard Fire Orders, 18 Watch Out Situations, and Lookouts, Communications, Escape Routes, Safety Zones (LCES).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-762	Coordinate with Medical Unit for medical evacuation plan.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1025	Establish housing and transportation availability for incoming dispatchers or resources that are not self-sufficient.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-228	Complete final incident package for return to unit.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-775	Assess the experience level of assigned personnel and discuss performance capabilities and any limitations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1038	Order additional resources when necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-522	Coordinate information sharing with Incident Management Team (IMT) functional areas.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1332	Apply knowledge of fuels, terrain, weather, and fire behavior to decisions and actions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-788	Submit completed original documents at the appropriate time (e.g., each operational period, final package).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-535	Plan for medical emergencies. Ensure that assigned resources are prepared to execute the Medical Plan (ICS 206 WF). Manage the medical emergency based on procedures stated in the IAP, Medical Incident Report, or other relevant guidelines.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1345	Confirm that relevant plan has all assigned resources listed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-370	Oversee other dispatchers in planning flight schedules, dispatching aircraft, flight following aircraft, and frequency management, if applicable.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1180	Multiple complex binds that are present during bucking operations (i.e., blowdown, jackstrewn, or storm damage events).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-548	These changes must be forwarded immediately to the dispatch center that will initiate a new order to the FAA.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-842	In absence of an EDSP perform EDSP duties.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1105	Ensure the correct payment center is identified on the Emergency Equipment Use Invoice, OF- 286.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-42	Adjust actions based on changing information and evolving situation awareness. Develop and implement contingency plans. Communicate changing conditions to assigned resources and supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-383	Inform other dispatch centers and the Geographic Area Coordination Center (GACC) of tactical aircraft availability.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1193	Develop safe working condition guidelines to manage highly complex cutting operations when options are limited: turn down any unsafe assignment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-130	Manage the medical emergency based on procedures stated in the Incident Action Plan (IAP), the Medical Incident Report, or other relevant guidelines.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-308	Scout line in critical areas and patrol fireline for spot fires and slop overs.  Coordinate and communicate issues with adjoining forces.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-855	Provide information to the Incident Management Team (IMT), the incident agency, and the agency responsible for payment, as requested.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1118	Review emergency equipment shift tickets for adherence to contract/agreement terms and conditions and to the NWCG Standards for Interagency Incident Business Management, PMS 902, regarding; pay regulations, on-shift/off-shift time, down time, posting of commissary/deductions, approvals/signatures, and any special considerations in the Remarks block.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-602	Review local area aviation plans and obtain initial briefing from supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-55	Ensure familiarity with medical responders, communication procedures, and transportation plan.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-396	Relay incident information and reload bases to responding aircraft.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-143	Review Emergency Equipment Shift Tickets, OF-297, for adherence to contract/agreement terms and conditions and to the NWCG Standards for Interagency Incident Business Management, PMS 902, regarding: pay regulations, on-shift/off-shift time, down time, posting of commissary/deductions, approvals/signatures, and any special considerations in the Remarks Block.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-690	Monitor ground operations for safety during loading, taxi, and fueling operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-615	Provide related information on daily aircraft status or changes; maintain contact with Contracting Officer’s Representative (COR) or Project Inspector (PI) for the aircraft.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1425	Establish communications and exchange necessary briefings/information.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-156	Monitor personnel for signs and symptoms of fatigue, illness, or injury. Mitigate appropriately.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-450	Ensure that all original documents are provided to documentation unit and delivered to respective agencies at the termination of Area Command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1260	Ensure proper use, servicing, and maintenance of felling equipment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-628	Communicate aircraft and staffing status to dispatch on a daily basis.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-922	Monitor and address air quality impacts to personnel and the public. Consider potential for smoke impacts to roads, communities, and incident facilities.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-169	Establish accurate logistical needs for assigned resources and use established ordering procedures.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-463	Develop broad objectives for the impacted area and coordinate the development of individual incident objectives and strategies.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1273	Document first order fire effects related to fire treatment or management objectives and constraints.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-210	Ensure the Incident Finance Package follows the guidelines outlined in the NWCG Standards for Interagency Incident Business Management, PMS 902.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1020	Facilitate the processing of intelligence information:	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-935	Coordinate and prioritize activities with aviation operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-476	Meet with AA and receive a Delegation of Authority and other pertinent documentation as applicable to the incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1286	Collect appropriate fuel, soil, and vegetation samples for moisture analysis.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-770	Review IAP for correct frequencies.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1033	Monitor length of commitment and seek opportunities for reassignment of incident resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-948	Ensure individual readiness	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1299	Carry IRPG at all times and use it to guide actions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-783	Anticipate demobilization, identify excess resources, and coordinate with incident supervisor to prepare the demobilization schedule. Brief subordinate staff on the demobilization procedures and responsibilities.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1046	Crew Time Report (CTR), SF-261 (Watch:  How to correctly fill out a CTR) and/or Emergency Firefighter Time Report, OF-288	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1340	Look, listen, and learn.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-708	Ensure retardant lot acceptance and quality assurance procedures are followed by routing samples accordingly.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-796	Coordinate with incident personnel who have pertinent information to be included in a claim (e.g., ground support, law enforcement, security personnel).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1059	Determine all initial attack equipment that has not completed inspection.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-543	Ensure that dispatchers relay new or changed frequencies and air/ground contacts when ordering additional aircraft for an incident.​	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1353	Return equipment and supplies as appropriate.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-556	Ensure fireline personnel, aerial supervision, and pilots report known misapplications of wildland fire chemicals near avoidance areas according to local protocol.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1366	Coordinate with supervisors and all assigned firing and holding resources to ensure ignition patterns and sequence are known and understood, and that associated actions to provide for personnel safety are carried out.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-850	Ensure financial documentation packages are submitted to the processing agency.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1113	Resource Order form	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-50	Ensure incident objectives and performance standards are met.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-391	Coordinate incident infrared flight requests.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-569	Report special incidents/accidents utilizing the SAFECOM system or other appropriate means.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1379	"Planning and preparation:
Review relevant plan.
Develop or review the firing plant and provide information and recommendations through established chain of command.
Use maps, compass, Global Positioning System (GPS) and other tools and applications to gather information and navigate on incident.
Recon area of reponsibility and assess feasibility of assigned objectives.
Calculate/estimate ability to achieve:  Overall objectives of project or treatment, Desired fire effects
Consult with supervisor on resource needs.
Assign personnel to collect, document, and report weather observations.
Identify and utilize appropriate combinations of resources to conduct firing operations:  Obtain firing platforms and devices specific to terrain, fuel type, access, and other factors (e.g., Terra Torch, helitorch, drip torch) as identified in relevant plan. NOTE:  The prescribed fire burn plan or other operational plan provided to the FIRB may specifically limit what firing devices may be considered.
Ensure assigned firing resources are equipped and capable of carrying out the ignition plan:  Provide resources with overview of the operation so they can properly equip and prepare for it.  Ensure logistical needs are met such as how and where to obtain and transport fuel to the work site or staging areas, etc.
Coordinate ignition operations with holding forces."	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-863	Ensure all paperwork and documentation is complete before disassembly of crews.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1126	Gather critical information relevant to the assignment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-610	Ensure adequate airtanker base staffing.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-151	Perform duties in accordance with local, geographic area, and national policies, standards, procedures, and guides.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-329	Adhere to Gross Vehicle Weight (GVW) requirements.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-876	Serve as liaison or advisor between crew(s), home agency, and fireline supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1139	Coordinate with Agency Administrator or designee and LSC to identify location for incident facilities.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-76	Obtain briefing from previous shift/assignment position as necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-636	Check out with appropriate agency or incident personnel prior to departure and complete closeout/debriefing.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-89	Ensure clear understanding of expectations and timely communication within and across ICS functional areas and chain of command.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-930	Establish air support protocols and communications. Coordinate and prioritize activities with aviation operations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-177	Plan and activate the Finance Section by identifying units within the section to be activated and ordering resources required for section operation. Define workspace requirements and locations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-471	Ensure IMTs are reviewing WFDSS documentation for compliance with AA direction and compatibility among incidents, safety, and cost effectiveness.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1281	Monitor and record fire behavior data throughout the fire management operation.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-649	Identify and correct training deficiencies.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-943	Calculate amount and type of additional resources required; obtain through established ordering procedures.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1206	Ensure individual and equipment readiness.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-484	Assist in developing Area Command demobilization priorities and procedures.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1294	Obtain appropriate work materials, supplies, and equipment to complete assignment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-231	Acquire resource ordering access for local center and establish roles.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1041	Review and understand agreement/contract language and scope of work.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-409	Ensure aircraft and pilots are carded and meet all agency, Department of the Interior, and Office of Aviation Service (OAS) requirements for the appropriate mission.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1219	Comply with all safety practices and agency established standard chainsaw operating procedures.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-703	Designate safe zones for Ground Support Equipment (GSE). Ensures all airtanker base personnel are trained in identifying properly secured GSE.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-497	Determine work/space requirements, location, and procurement procedures for the Area Command team.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-244	Release and/or reassign resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1054	Coordinate with appropriate unit leaders to schedule inspections.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-716	Ensure that federally-contracted aircraft are only loaded with fire chemicals on the Qualified Products List (QPL) list, https://www.fs.fed.us/rm/fire/wfcs/index.htm.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-257	Cut and remove fuels to reduce fuel continuity to lower the threat of fire spread and reduce exposure to improved properties.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1067	Determine supplies needed to maintain equipment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-551	Request that the airport manager/FAA/vendor requests a Notice to Airmen (NOTAM) that informs the public when an FAA Temporary Tower has been established.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-729	Obtain briefing from previous ATBM, Fixed Wing Base Manager (FWBM), or Single Engine Airtanker Manager (SEMG) as necessary.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-564	Stay informed on the number of aircraft available and the types of missions the military unit can provide on a daily basis.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1374	Adjust firing techniques to mitigate smoke exposure to personnel, roadways, and smoke sensitive populations.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-311	Determine appropriate fireline tactics, including indirect and direct attach strategies.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-577	Report special incidents/accidents utilizing the SAFECOM system or other appropriate means. Arrange for accident investigation team if warranted.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1387	Anticipate demobilization, identify excess resources, prepare demobilization schedule.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-324	Maintain at least 10 percent water capacity in tank for emergency engine protection and drafting.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-871	Communicate changing conditions to assigned resources.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-71	Use Look Up, Down and Around in IRPG to help maintain situational awareness. Adjust actions accordingly. Develop and communicate contingency plans and trigger points.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-884	Contact home agency with status of travel schedule.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1147	Participate in the development of saw related objectives, priorities, work assignments, and performance expectations of saw team members.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-809	Follow pay guidelines for compensation regarding sickness and medical treatment.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-172	Communicate changing conditions to supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-644	Ensure retardant use summary is accurately maintained.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-185	Plan for demobilization. Brief assigned resources on demobilization procedures and responsibilities and ensure incident and agency demobilization procedures are followed.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-657	Coordinate with the local Safety Officer to enforce compliance with all agency, local, and state health and safety requirements. Responsible for the maintenance and update of the base safety and security plan, Incident/Accident Action Plan, and Aviation Mishap Response Guide and Checklist.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-404	Recognize and identify resource shortages.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-951	Travel to and check in at assignment	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1214	Participate in briefings and After Action Reviews (AARs).	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-198	Adhere to guidelines in the NWCG Standards for Interagency Incident Business Management, PMS 902, for work/rest, length of assignment, determining when travel is compensable, ensuring adherence to ordered standby guidelines, and validating submitted time in accordance with Incident Operations Driving Standards.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-492	Receive and process orders for all other Area Command functions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-417	"Support aviation flight operations:
Process specific types of aircraft orders including infrared requests, radio frequencies, and portable Federal Aviation Administration (FAA) towers.
Follow national and local procedures for using contracted Call When Needed (CWN) aircraft to fill orders.
Provide daily data on number of gallons of retardant dropped and aircraft costs.
Monitor and/or track flight hours and report to appropriate personnel.
Inform other dispatch centers and the Geographic Area Coordination Center (GACC) of tactical aircraft availability.
Complete Temporary Flight Restrictions (TFR) form and create resource order.  Immediately notify FAA, Regional Airspace Coordinator, and military of TFR intrusions.
Coordinate with military on the use of airspace in Military Operations Areas (MOAs) and affected Military Training Routes (MTRs).
Coordinate incident infrared flight requests.
Coordinate and order radio frequencies as needed, including air-to-air and air-to-ground.
Operate transmitters and repeaters to provide communication to aircraft and incidents.
Ensure aircraft and pilots are carded and meet all agency, Department of the Interior, and Office of Aviation Service (OAS) requirements for the appropriate mission.
Determine and assign financial codes for aircraft fueling and flight time."	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-964	Demobilize resources from one or more of the functional areas.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1227	Fall straight trees, in open areas, with no obstructions.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-711	Conduct initial pilot in-briefing with contractor personnel. Review Base Operations Plan and local SOPs.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-252	Fuel chainsaw before starting any cuts and have wedging tools readily available when felling hazard trees.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-1062	Utilize numbering system to track all vehicles and equipment assigned to the incident.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-977	Review priorities for incidents and available resources with the supervisor.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-724	Conduct initial pilot in-briefing with contractor personnel.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
http://nwcg.gov/data/positionDescription/RESPONSIBILITY-265	If the hazard tree is not able to be felled or removed, it shall be flagged, and no work shall be conducted within two tree lengths.	http://nwcg.gov/model/incidentPosition#Responsibility	Responsibility
